Leap Product,Company ObjectId,Account Name,Tier,Plan,Account ID,Agreement: Agreement #,Next Payment Due Date,Start Date,Starting Month,NAICS Code,Primary Classification,New Classifications,Current Number of Licenses,Current Monthly Cost Per License,Current Total Monthly Cost,Total Setup Fee,Total Paid-To-Date,Billing Zip/Postal Code,Billing City,Billing State/Province,Account Owner,Customer Success Manager,Current MRR,Rough Months,Rough LTV,Consolidated Census Bands,Census Bands,Consolidated Bands,# Of Potential Users,Current Leap Users,Current SalesPro Users,Current Leap MRR,Current SalesPro MRR,Account Last Visit,Account Usage Trending,SalesPro Visits Last 30 Days
Leap,tM36HPtC9H,Remodel Rx,Tier 3,Premium 2019,0014100001yRiXR,1375,10/12/23,10/12/18,10,not found,Contractors - Roofing,Construction and Renovation Services,4,95,380,2500,"$30,309 ",21046,Columbia,MD,Colton Temanson,Colton Temanson,380,62,23560.0,10-19 employees,10-19 employees,4,5,0,4,0,380,12/8/23,Increasing,12
Leap,trQc7Ai6ps,"Remodeling, M.D.",Tier 3,Premium 2021,0011K000027RtY8,3672,10/27/23,10/27/22,10,not found,Contractors - Roofing,Construction and Renovation Services,12,80,960,0,"$11,590 ",21236,Nottingham,MD,Sydney Stansell,Sydney Stansell,960,14,13440.0,10-19 employees,10-19 employees,4,0,0,12,0,960,12/9/23,Decreasing,186
Leap,wIx6Ohhbte,Rescom Exteriors Inc.,Tier 3,Premium 2020,0011K00002ERKLD,2790,10/20/23,1/20/21,1,not found,Glass Products & Services,Design and Interior Services,11,80,880,0,"$33,008 ",1501,Auburn,MA,Jordan Kahlenberg,Jordan Kahlenberg,880,35,30800.0,10-19 employees,10-19 employees,4,10,0,11,0,880,12/9/23,Decreasing,167
Leap,08jcdWqliw,RJK Roofing Solutions,Tier 2,Premium 2019,0014100001HMgkQ,1200,10/21/23,12/21/17,12,238160,Contractors - Roofing,Construction and Renovation Services,5,85,425,2500,"$23,721 ",44094,Willoughby,OH,Colton Temanson,Colton Temanson,425,72,30600.0,10-19 employees,10-19 employees,4,3,0,5,0,425,12/8/23,Decreasing,839
Leap,2mIw4R2shU,RJW Contracting,Tier 1,Premium 2021,0011K000025mXLt,2958,10/29/23,5/29/21,5,not found,Contractors - Building,Construction and Renovation Services,7,90,630,0,"$32,332 ",7849,Jefferson,NJ,Yesenia Romero,Yesenia Romero,630,31,19530.0,10-19 employees,10-19 employees,4,,0,7,0,630,12/11/23,Increasing,0
Leap,QfjowHAOeC,RollShield,Tier 3,Enterprise 2021,0011K00002YJ8Hv,3570,10/30/23,8/30/22,8,not found,Glass Products & Services,Design and Interior Services,10,112.5,1125,0,"$10,125 ",33765,Clearwater,FL,Yesenia Romero,Yesenia Romero,1125,16,18000.0,10-19 employees,10-19 employees,4,,0,10,0,1125,12/8/23,Decreasing,111
Leap,V7uZna65dM,Roof Repair Specialist,Tier 2,Enterprise 2021,0011K00002U6hM3,3327,10/9/23,3/9/22,3,not found,Contractors - Roofing,Construction and Renovation Services,13,112.5,1462.5,0,"$17,164 ",91104,Pasadena,CA,Yesenia Romero,Yesenia Romero,1462.5,21,30712.5,10-19 employees,10-19 employees,4,,0,13,0,1462.5,12/11/23,Decreasing,1808
Leap,fWEjLHl4ja,Roof Time,Tier 2,Enterprise 2021,0011K000027TbcK,3217,10/23/23,12/23/21,12,238160,Contractors - Roofing,Construction and Renovation Services,4,125,500,0,"$9,390 ",55044,Minnesota,MN,Sydney Stansell,Sydney Stansell,500,24,12000.0,10-19 employees,10-19 employees,4,2,0,4,0,500,12/5/23,Decreasing,0
Leap,mtqOn8CQpi,Roofing World,Tier 3,SalesPro Enterprise 2023,0011K00002d8NP3,6907,11/2/23,8/2/23,8,not found,,Other,10,115,1150,1500,"$2,300 ",,,AL,Sydney Stansell,Sydney Stansell,1150,4,4600.0,10-19 employees,10-19 employees,4,,0,10,0,1150,11/21/23,Decreasing,7
Leap,UKsCQhKiDl,RoofPRO LLC,Tier 2,Premium 2019,0014100000IhDt8,1023,10/28/23,1/28/17,1,not found,Contractors - Roofing,Construction and Renovation Services,15,77,1155,2500,"$72,687 ",21144,Severn,MD,Yesenia Romero,Yesenia Romero,1155,83,95865.0,10-19 employees,10-19 employees,4,0,0,15,0,1155,12/8/23,Decreasing,0
Leap,X2uiVkQc2L,Rose Remodeling,Tier 3,Enterprise 2021,0011K00002RW8DZ,3309,10/25/23,2/28/22,2,not found,Contractors - Building,Construction and Renovation Services,17,90,1530,0,"$25,525 ",,,CA,Sydney Stansell,Sydney Stansell,1530,22,33660.0,10-19 employees,10-19 employees,4,4,0,17,0,1530,12/11/23,Decreasing,1570
Leap,cfpl27E2oQ,Rosenello's Windows,Tier 1,Enterprise 2021,0011K00002XxZgQ,3541,10/17/23,8/31/22,8,238170,Glass Products & Services,Design and Interior Services,10,100,1000,2500,"$14,500 ",,,PA,Sydney Stansell,Sydney Stansell,1000,16,16000.0,10-19 employees,10-19 employees,4,,0,10,0,1000,12/8/23,Decreasing,369
Leap,67WgPGULB8,RTP Concrete Coatings and Ray the Painter,Tier 2,Premium 2020,0011K00002LSWnV,2638,10/27/23,7/27/20,7,not found,Contractors - Painting,Construction and Renovation Services,1,125,125,2500,"$10,000 ",,,OK,Francesca Furnells,Francesca Furnells,125,41,5125.0,10-19 employees,10-19 employees,4,5,0,1,0,125,8/29/23,No Change,0
Leap,VHobBJHnIx,Russell Roofing,Tier 2,Enterprise 2021,0014100001SaQsI,3683,10/31/23,10/31/22,10,238160,Contractors - Roofing,Construction and Renovation Services,12,125,1500,0,"$12,000 ",19075,Oreland,Pennsylvania,Sydney Stansell,Sydney Stansell,1500,14,21000.0,10-19 employees,10-19 employees,4,4,0,12,0,1500,12/10/23,Increasing,582
Leap,qEc9R8ofYA,"Russell Specialty Services, LLC.",Tier 2,Premium 2021,0011K000026K6yp,5754,10/29/23,12/29/22,12,not found,Contractors - Roofing,Construction and Renovation Services,1,90,90,0,$900 ,83501,Lewiston,ID,Sydney Phillips,Sydney Phillips,90,12,1080.0,10-19 employees,10-19 employees,4,0,0,1,0,90,12/8/23,Decreasing,0
Leap,JOf5ENxdPB,SafeGuard Impact Windows & Doors,Tier 3,Premium 2021,0011K00002U3uqK,3603,10/21/23,9/21/22,9,not found,Glass Products & Services,Design and Interior Services,13,99,1287,0,"$13,290 ",,,FL,Colton Temanson,Colton Temanson,1287,15,19305.0,10-19 employees,10-19 employees,4,,0,13,0,1287,12/11/23,Increasing,2397
Leap,WlbpDTGy6d,Saylor Builders,Tier 2,Premium 2021,0011K00002ZKNCC,5760,10/30/23,12/30/22,12,not found,Contractors - Roofing,Construction and Renovation Services,1,99,99,500,"$1,391 ",49010,Allegan,Michigan,Christopher Cielo,Christopher Cielo,99,12,1188.0,10-19 employees,10-19 employees,4,,0,1,0,99,1/0/00,No Change,0
Leap,EKzYuyAD9h,Shaqs Restoration Services LLC,Tier 1,Premium 2021,0011K00002YKieP,3550,10/19/23,8/19/22,8,not found,Contractors - Roofing,Construction and Renovation Services,3,125,375,1500,"$6,885 ",,,VA,Francesca Furnells,Francesca Furnells,375,16,6000.0,10-19 employees,10-19 employees,4,3,0,3,0,375,12/8/23,Decreasing,32
Leap,BX4lcdky17,Sharp Construction llc,Tier 3,Premium 2021,0011K00002ESJt2,2932,10/9/23,5/9/21,5,not found,Contractors - Roofing,Construction and Renovation Services,13,89,1157,0,"$31,102 ",49423,Holland,MI,Sydney Stansell,Sydney Stansell,1157,31,35867.0,10-19 employees,10-19 employees,4,15,0,13,0,1157,12/8/23,Decreasing,389
Leap,uClQyCYnUC,Shinnova Solar,Tier 2,Premium 2020,0011K00002OkTM3,2818,10/10/23,2/10/21,2,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,8,90,720,1000,"$15,910 ",,Kansas City,KS,Colton Temanson,Colton Temanson,720,34,24480.0,10-19 employees,10-19 employees,4,2,0,8,0,720,12/9/23,Decreasing,240
Leap,p8XeRw0Upc,Skyline Concrete Coating,Tier 2,Premium 2021,0011K00002R3XOV,2966,10/9/23,6/9/21,6,not found,Contractors - Concrete,Construction and Renovation Services,8,99,792,0,"$19,228 ",22182,Vienna,VA,Jordan Kahlenberg,Jordan Kahlenberg,792,30,23760.0,10-19 employees,10-19 employees,4,,0,8,0,792,12/9/23,Increasing,50
Leap,RNCYYopTTj,Smart Coatings,Tier 2,Enterprise 2021,0011K00002H3dZL,2942,10/18/23,5/18/21,5,not found,Contractors - Concrete,Construction and Renovation Services,1,125,125,0,"$17,125 ",,Mattoon,IL,Colton Temanson,Colton Temanson,125,31,3875.0,10-19 employees,10-19 employees,4,3,0,1,0,125,11/15/23,Decreasing,0
Leap,LhSxzHzpji,Sparkk Construction,Tier 3,Enterprise 2021,0011K00002YMNYW,3615,10/23/23,9/23/22,9,not found,,Other,11,125,1375,500,"$13,570 ",,,VA,Yesenia Romero,Yesenia Romero,1375,15,20625.0,10-19 employees,10-19 employees,4,,0,11,0,1375,12/9/23,Decreasing,112
Leap,QFCXtxZAyk,Spicer Brothers Construction,Tier 2,Enterprise 2021,0011K00002H4Otd,3035,10/30/23,8/30/21,8,not found,Contractors - Roofing,Construction and Renovation Services,15,125,1875,0,"$49,313 ",21804,Salisbury,MD,Jordan Kahlenberg,Jordan Kahlenberg,1875,28,52500.0,10-19 employees,10-19 employees,4,,0,15,0,1875,12/11/23,Decreasing,2381
Leap,HpzN8BBjSt,Statewide Windows & Doors,Tier 2,Premium 2021,0011K00002U4tKE,3347,10/30/23,3/21/22,3,423310,Glass Products & Services,Design and Interior Services,17,89,1513,0,"$20,243 ",33404,West Palm Beach,FL,Yesenia Romero,Yesenia Romero,1513,21,31773.0,10-19 employees,10-19 employees,4,,0,17,0,1513,12/10/23,Decreasing,2860
Leap,Cj0HtrSNv8,Steve the Window Guy for Universal Windows Direct,Tier 3,Premium 2019,0011K0000223nOY,1438,10/10/23,1/10/19,1,not found,Glass Products & Services,Design and Interior Services,1,104,104,2500,"$9,222 ",55420,Bloomington,MN,Sydney Phillips,Sydney Phillips,104,59,6136.0,10-19 employees,10-19 employees,4,1,0,1,0,104,1/0/00,No Change,0
Leap,biTUNTKG1e,Sundance Homes LLC,Tier 3,Enterprise 2021,0014100001NaKGV,3218,10/31/23,12/23/21,12,not found,Contractors - Building,Construction and Renovation Services,10,125,1250,0,"$29,695 ",21919,Earleville,MD,Corey Stroup Mishenko,Corey Stroup Mishenko,1250,24,30000.0,10-19 employees,10-19 employees,4,4,0,10,0,1250,12/11/23,Decreasing,1432
Leap,VF3j0Ehqs3,Surface Bella,Tier 3,Pro 2020,0011K00002H6di2,2379,10/10/23,3/10/20,3,not found,Contractors - Building,Construction and Renovation Services,13,38.5,500.5,250,"$14,569 ",,Greenville,SC,Christopher Cielo,Christopher Cielo,500.5,45,22522.5,10-19 employees,10-19 employees,4,2,0,13,0,500.5,12/11/23,Decreasing,713
Leap,5MNUjSd531,The Basement Doctor of WV,Tier 3,Premium 2020,0011K00002J44On,2546,11/4/23,6/4/20,6,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,5,94.5,472.5,1000,"$20,373 ",26105,Perkersberg,WV,Corey Stroup Mishenko,Corey Stroup Mishenko,472.5,42,19845.0,10-19 employees,10-19 employees,4,5,0,5,0,472.5,12/10/23,Increasing,339
Leap,BY6Y0gnRaK,The Home Doctor,Tier 1,Premium 2019,00141000013TWUP,1154,10/25/23,10/25/17,10,not found,Contractors - Roofing,Construction and Renovation Services,14,60,840,2500,"$52,755 ",22202,arlington,VA,Jordan Kahlenberg,Jordan Kahlenberg,840,74,62160.0,10-19 employees,10-19 employees,4,10,0,14,0,840,12/9/23,Decreasing,560
Leap,kIbZkQmkMs,The Remodeling Authority,Tier 3,Premium 2021,0011K00002SjbbG,3163,10/30/23,11/30/21,11,not found,Contractors - Building,Construction and Renovation Services,12,99,1188,0,"$16,277 ",,,PA,Colton Temanson,Colton Temanson,1188,25,29700.0,10-19 employees,10-19 employees,4,,0,12,0,1188,12/9/23,Decreasing,114
Leap,IaxM67WScC,The Safer Window Co.,Tier 3,Premium 2021,0011K00002Xwp9s,3509,10/21/23,7/21/22,7,not found,,Other,11,99,1089,1500,"$9,607 ",,,KY,Sydney Stansell,Sydney Stansell,1089,17,18513.0,10-19 employees,10-19 employees,4,,0,11,0,1089,12/8/23,Decreasing,194
Leap,A5uV83twON,TJR Improvements,Tier 1,Premium 2021,0011K00002VL1wQ,3329,10/10/23,3/10/22,3,not found,Contractors - Building,Construction and Renovation Services,1,99,99,750,"$4,017 ",,,WI,Sydney Phillips,Sydney Phillips,99,21,2079.0,10-19 employees,10-19 employees,4,,0,1,0,99,11/20/23,Decreasing,0
Leap,eGnSUWTwvi,Top Home Improvements,Tier 3,Premium 2021,0011K00002PR1DF,2940,10/17/23,5/17/21,5,not found,Contractors - Building,Construction and Renovation Services,14,82,1148,0,"$21,856 ",49331,Lowell,MI,Yesenia Romero,Yesenia Romero,1148,31,35588.0,10-19 employees,10-19 employees,4,7,0,14,0,1148,12/10/23,Decreasing,3414
Leap,w8klQWF9Wk,TOTAL DESIGN AND REMODEL,Tier 3,Premium 2021,0011K00002YMFf1,3592,10/13/23,9/13/22,9,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,1,99,99,0,$787 ,,,VA,Corey Stroup Mishenko,Corey Stroup Mishenko,99,15,1485.0,10-19 employees,10-19 employees,4,,0,1,0,99,12/9/23,Decreasing,0
Leap,EzdBjC9DYB,Trades by Jack,Tier 3,SalesPro Enterprise 2023,0011K00002H4W1B,7025,10/11/23,9/11/23,9,not found,Cleaning Services & Supplies,Specialized Home Services,13,122,1586,0,"$2,801 ",L4W 1B9,Mississauga,Ontario,Sydney Stansell,Sydney Stansell,1586,3,4758.0,10-19 employees,10-19 employees,4,15,0,13,0,1586,12/10/23,Decreasing,1278
Leap,YebFyBJsA0,True North Remodeling,Tier 1,Premium 2019,0014100001yT0Go,2240,10/19/23,12/19/19,12,not found,Contractors - Roofing,Construction and Renovation Services,17,88,1496,2500,"$54,126 ",21090,Linthicum Heights,MD,Yesenia Romero,Yesenia Romero,1496,48,71808.0,10-19 employees,10-19 employees,4,11,0,17,0,1496,12/8/23,Decreasing,133
Leap,FM2yJgNajl,Tubbs by Grubbs,Tier 3,Premium 2019,0011K0000223cO9,1436,11/8/23,1/8/19,1,not found,Contractors - Building,Construction and Renovation Services,8,55,440,2000,"$31,528 ",71291,West Monroe,LA,Corey Stroup Mishenko,Corey Stroup Mishenko,440,59,25960.0,10-19 employees,10-19 employees,4,5,0,8,0,440,12/9/23,Decreasing,663
Leap,gbqL1FEADi,United Better Homes,Tier 2,Premium 2021,0011K00002Shd51,3416,10/10/23,5/10/22,5,not found,Contractors - Building,Construction and Renovation Services,1,99,99,1500,"$3,183 ",2863,Central Falls,RI,Christopher Cielo,Christopher Cielo,99,19,1881.0,10-19 employees,10-19 employees,4,3,0,1,0,99,12/8/23,Decreasing,112
Leap,zcUC1jumyr,United Windows & Doors,Tier 2,Pro 2021,0011K00002VMZbW,3409,11/4/23,5/4/22,5,not found,Housewares & Home Decor,Design and Interior Services,1,49,49,0,$882 ,,,FL,Sydney Phillips,Sydney Phillips,49,19,931.0,10-19 employees,10-19 employees,4,,0,1,0,49,12/7/23,Decreasing,21
Leap,q0mhahAWnz,US Home Exteriors,Tier 1,Premium 2020,0011K00002O985d,2845,10/10/23,3/10/21,3,not found,Contractors - Building,Construction and Renovation Services,6,85,510,0,"$17,250 ",27215,Burlington,NC,Francesca Furnells,Francesca Furnells,510,33,16830.0,10-19 employees,10-19 employees,4,5,0,6,0,510,12/9/23,Decreasing,124
Leap,PnJeiQlF4q,US Quality Construction,Tier 3,Premium 2021,0011K00002SjZIu,3159,10/17/23,11/17/21,11,not found,Contractors - Siding,Construction and Renovation Services,12,89,1068,750,"$15,993 ",,,MO,Colton Temanson,Colton Temanson,1068,25,26700.0,10-19 employees,10-19 employees,4,1,0,12,0,1068,12/11/23,Increasing,2078
Leap,XwapZVG7z0,USA Concrete Coatings,Tier 2,Premium 2021,0011K00002Qziv0,3013,10/30/23,7/30/21,7,not found,Carpet & Flooring,Specialized Home Services,5,90,450,0,"$12,150 ",,,TX,Christopher Cielo,Christopher Cielo,450,29,13050.0,10-19 employees,10-19 employees,4,,0,5,0,450,12/11/23,Decreasing,727
Leap,TRqZrFeUDN,Valley Coatings,Tier 2,Premium 2019,0011K00002AGMca,1954,10/12/23,6/12/19,6,not found,Contractors - Painting,Construction and Renovation Services,1,137.5,137.5,1500,"$9,568 ",17043,Lemoyne,PA,Francesca Furnells,Francesca Furnells,137.5,54,7425.0,10-19 employees,10-19 employees,4,5,0,1,0,137.5,11/28/23,Decreasing,12
Leap,C3pZkFmBcW,Value Dry,Tier 1,Premium 2021,0011K00002H5wtO,2986,10/30/23,6/30/21,6,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,14,79,1106,0,"$33,762 ",20763,Savage,MD,Sydney Stansell,Sydney Stansell,1106,30,33180.0,10-19 employees,10-19 employees,4,,0,14,0,1106,12/10/23,Decreasing,0
Leap,OvKMpvqcSu,"We Do Repipes, Inc.",Tier 3,Premium 2019,0011K00002H538L,2298,10/31/23,1/31/20,1,not found,Contractors - Plumbers & Plumbing,Engineering and Technical Services,12,137.5,1650,750,"$63,422 ",,Houston,Utah,Sydney Stansell,Sydney Stansell,1650,47,77550.0,10-19 employees,10-19 employees,4,2,0,12,0,1650,12/10/23,Increasing,1620
Leap,3YmeyFQYI1,Weaver Exterior Remodeling,Tier 2,Premium 2020,0011K0000223oL6,2501,10/30/23,4/30/20,4,not found,Glass Products & Services,Design and Interior Services,1,112.5,112.5,0,"$4,613 ",L4N 5N3,Barrie,Ont.,Francesca Furnells,Francesca Furnells,112.5,44,4950.0,10-19 employees,10-19 employees,4,6,0,1,0,112.5,1/0/00,No Change,0
Leap,sdnAUzP6jZ,West Michigan Glass Block,Tier 2,Premium 2019,0014100000INmst,1364,10/31/23,9/26/18,9,not found,Contractors - Building,Construction and Renovation Services,7,85.5,598.5,2000,"$40,769 ",49509,Wyoming,MI,Corey Stroup Mishenko,Corey Stroup Mishenko,598.5,63,37705.5,10-19 employees,10-19 employees,4,5,0,7,0,598.5,12/8/23,Decreasing,0
Leap,ttA2I94Hcy,Window Concepts of Minnesota,Tier 1,Premium 2019,0014100001yRepd,1389,10/31/23,10/31/18,10,not found,Glass Products & Services,Design and Interior Services,5,85.5,427.5,1500,"$14,298 ",55107,St Paul,MN,Christopher Cielo,Christopher Cielo,427.5,62,26505.0,10-19 employees,10-19 employees,4,14,0,5,0,427.5,12/6/23,Decreasing,196
Leap,CFJqt7FiUX,Window King,Tier 2,SalesPro Enterprise 2023,0011K0000223Won,6984,10/29/23,8/29/23,8,423310,Glass Products & Services,Design and Interior Services,6,129,774,0,"$1,548 ",10461,Bronx,NY,Sydney Stansell,Sydney Stansell,774,4,3096.0,10-19 employees,10-19 employees,4,3,0,6,0,774,12/9/23,Decreasing,313
Leap,KRBqLyC9HO,Windows Plus KY,Tier 3,Premium 2020,0011K00002ERZRK,2696,10/14/23,10/14/20,10,not found,Glass Products & Services,Design and Interior Services,13,85.5,1111.5,1000,"$31,887 ",40299,Jeffersontown,KY,Yesenia Romero,Yesenia Romero,1111.5,38,42237.0,10-19 employees,10-19 employees,4,0,0,13,0,1111.5,12/11/23,No Change,0
Leap,PbBdSDvgkF,Wonder Showers and Baths,Tier 3,Enterprise 2021,0011K00002R3LeH,2955,10/28/23,5/28/21,5,not found,Contractors - Building,Construction and Renovation Services,10,100,1000,0,"$28,258 ",14623,Rochester,NY,Corey Stroup Mishenko,Corey Stroup Mishenko,1000,31,31000.0,10-19 employees,10-19 employees,4,,0,10,0,1000,12/10/23,Decreasing,774
Leap,zNmvCb0pdz,Xtreme Exteriors,Tier 2,SalesPro Enterprise 2023,0011K00002JW3Ye,6469,10/10/23,4/10/23,4,not found,Contractors - Siding,Construction and Renovation Services,10,115,1150,0,"$7,333 ",65714,Nixa,MO,Sydney Stansell,Sydney Stansell,1150,8,9200.0,10-19 employees,10-19 employees,4,8,0,10,0,1150,12/10/23,Decreasing,1184
Leap,LFUqtuY4fb,Zimprovements,Tier 3,Premium 2019,0014100001sBZLk,1348,11/6/23,9/6/18,9,not found,Construction Supplies & Services,Engineering and Technical Services,14,95,1330,2500,"$52,230 ",55902,Rochester,MN,Sydney Stansell,Sydney Stansell,1330,63,83790.0,10-19 employees,10-19 employees,4,5,0,14,0,1330,12/9/23,Decreasing,1116
Leap,WQ0osgNzyt,A Taylor Made Window,Tier 3,Premium 2021,0011K00002PQmNn,2926,11/5/23,5/5/21,5,423310,Glass Products & Services,Design and Interior Services,5,99,495,0,"$18,475 ",,,CA,Colton Temanson,Colton Temanson,495,31,15345.0,1-9 employees,5-9 employees,2.5,6,0,5,0,495,12/6/23,Decreasing,78
Leap,aMeIv4NfYk,A. Caspersen Co.,Tier 3,SalesPro Enterprise 2023,0011K00002bpvlb,6309,10/30/23,3/16/23,3,not found,,Other,5,116.1,580.5,1500,"$6,644 ",44224,Cuyahoga Falls,OH,Christopher Cielo,Christopher Cielo,580.5,9,5224.5,1-9 employees,5-9 employees,2.5,3,0,5,0,580.5,12/8/23,Decreasing,181
Leap,6thzp5bnF4,ABC Seamless of New Mexico,Tier 3,Premium 2020,0014100000pf3eU,2802,10/28/23,1/28/21,1,not found,Contractors - Siding,Construction and Renovation Services,5,87.5,437.5,1250,"$16,116 ",87108,Albuquerque,NM,Sydney Stansell,Sydney Stansell,437.5,35,15312.5,1-9 employees,5-9 employees,2.5,,0,5,0,437.5,12/10/23,Decreasing,955
Leap,78MjUJ2Fn0,ABC Seamless Sioux Falls,Tier 3,Premium 2019,0014100000U3iga,1000,10/24/23,4/24/17,4,not found,Contractors - Siding,Construction and Renovation Services,5,77,385,2500,"$30,815 ",57104,Sioux Falls,SD,Corey Stroup Mishenko,Corey Stroup Mishenko,385,80,30800.0,1-9 employees,5-9 employees,2.5,4,0,5,0,385,12/8/23,Increasing,42
Leap,VCfktAw2Vd,All Exteriors MD,Tier 3,Premium 2021,0011K00002LSo7C,2943,10/19/23,5/19/21,5,not found,Contractors - Roofing,Construction and Renovation Services,8,99,792,0,"$14,633 ",21601,Easton,MD,Francesca Furnells,Francesca Furnells,792,31,24552.0,1-9 employees,5-9 employees,2.5,,0,8,0,792,12/8/23,Decreasing,195
Leap,RksT4N6HNJ,Americraft Siding & Windows,Tier 3,Enterprise 2021,00141000015hmgQ,3296,10/18/23,2/18/22,2,236118,Contractors - Siding,Construction and Renovation Services,9,125,1125,0,"$20,691 ",78660,Pflugerville,TX,Sydney Stansell,Sydney Stansell,1125,22,24750.0,1-9 employees,5-9 employees,2.5,6,0,9,0,1125,12/11/23,Decreasing,713
Leap,shmIGZCZRH,Arch Design Build,Tier 3,Enterprise 2021,0011K00002ZMJ7a,3688,11/8/23,11/8/22,11,not found,Contractors - Roofing,Construction and Renovation Services,6,125,750,2000,"$11,000 ",21754,IJAMSVILLE,Maryland,Yesenia Romero,Yesenia Romero,750,13,9750.0,1-9 employees,5-9 employees,2.5,5,0,6,0,750,11/8/23,Decreasing,0
Leap,ng7ekPJgr0,Arrington Roofing,Tier 3,Premium 2019,0011K00002H5F41,2324,10/10/23,2/10/20,2,238160,Contractors - Roofing,Construction and Renovation Services,7,104.5,731.5,0,"$31,286 ",75208,Dallas,TX,Corey Stroup Mishenko,Corey Stroup Mishenko,731.5,46,33649.0,1-9 employees,5-9 employees,2.5,6,0,7,0,731.5,12/9/23,Increasing,559
Leap,X1KfLL3UtE,Aspire Kitchen & Bath,Tier 3,Enterprise 2021,0011K00002AGIKQ,3513,10/26/23,7/26/22,7,not found,Home Improvement & Remodeling Services,Construction and Renovation Services,8,115,920,0,"$13,800 ",64030,Grandview,MO,Francesca Furnells,Francesca Furnells,920,17,15640.0,1-9 employees,5-9 employees,2.5,5,0,8,0,920,12/10/23,Decreasing,1681
Leap,FzUK8BZg4r,At Your Service Plumbing,Tier 3,Premium 2021,0011K00002SiX2d,3143,10/30/23,11/30/21,11,not found,Contractors - Plumbers & Plumbing,Engineering and Technical Services,7,99,693,0,"$22,374 ",98466,University Place,WA,Yesenia Romero,Yesenia Romero,693,25,17325.0,1-9 employees,5-9 employees,2.5,,0,7,0,693,12/8/23,Increasing,405
Leap,PkbY3tw91W,Atlas Building Solutions,Tier 3,Premium 2021,0011K00002CVHsg,2934,10/11/23,5/11/21,5,not found,Contractors - Building,Construction and Renovation Services,5,99,495,1500,"$17,090 ",95650,Loomis,CA,Corey Stroup Mishenko,Corey Stroup Mishenko,495,31,15345.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,12/8/23,Increasing,409
Leap,LjgJEbrlzV,AZ Valley Windows,Tier 3,Premium 2021,0011K00002SkeyQ,3252,10/25/23,1/25/22,1,423310,Glass Products & Services,Design and Interior Services,5,99,495,1000,"$9,938 ",,,AZ,Colton Temanson,Colton Temanson,495,23,11385.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,12/10/23,Decreasing,348
Leap,mqzNZvx3AQ,Bath Innovations of Alabama,Tier 3,Premium 2019,0014100000P12zm,1014,10/13/23,4/13/17,4,not found,Contractors - Building,Construction and Renovation Services,5,77,385,2500,"$30,815 ",36107,Montgomery,AL,Christopher Cielo,Christopher Cielo,385,80,30800.0,1-9 employees,5-9 employees,2.5,5,0,5,0,385,12/8/23,Decreasing,474
Leap,9TZeXbnpJy,Bath World,Tier 3,Premium 2021,0011K00002SkbyR,3223,10/28/23,12/28/21,12,not found,Contractors - Building,Construction and Renovation Services,7,99,693,0,"$10,211 ",,,FL,Christopher Cielo,Christopher Cielo,693,24,16632.0,1-9 employees,5-9 employees,2.5,,0,7,0,693,12/9/23,Decreasing,1100
Leap,1q2tnvaFC0,"Big Sky Exterior Designs, Inc.",Tier 3,Premium 2021,0011K00002U5e13,3333,10/11/23,3/11/22,3,not found,Furniture,Design and Interior Services,5,99,495,0,"$9,405 ",59101,Billings,MT,Colton Temanson,Colton Temanson,495,21,10395.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,1/0/00,No Change,0
Leap,OGsYs6daa9,Blyss Construction,Tier 3,Premium 2021,0011K00002SjXL7,3177,10/30/23,11/30/21,11,not found,Contractors - Siding,Construction and Renovation Services,5,99,495,0,"$11,385 ",95841,Sacramento,CA,Colton Temanson,Colton Temanson,495,25,12375.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,10/19/23,Decreasing,0
Leap,o9Hz8A58gm,Bondoc Roofing,Tier 3,Premium 2021,0011K00002aMS8F,5934,10/12/23,1/12/23,1,238160,,Other,5,99,495,500,"$4,853 ",,,TX,Colton Temanson,Colton Temanson,495,11,5445.0,1-9 employees,5-9 employees,2.5,,0,5,0,495,11/15/23,Decreasing,0
Leap,xUgwGov7cj,Bordner Exteriors,Tier 3,SalesPro Team 2023,0011K00002c57lf,6545,10/28/23,4/28/23,4,not found,,Other,8,99,792,0,"$3,240 ",80919,Colorado Springs,CO,Corey Stroup Mishenko,Corey Stroup Mishenko,792,8,6336.0,1-9 employees,5-9 employees,2.5,,0,8,0,792,12/10/23,Decreasing,161
Leap,F3PmTrm8dv,Bushey's,Tier 3,Premium 2019,0014100000gJ4vo,1193,10/15/23,12/15/17,12,not found,Glass Products & Services,Design and Interior Services,5,76,380,1500,"$27,723 ",46802,Fort Wayne,IN,Colton Temanson,Colton Temanson,380,72,27360.0,1-9 employees,5-9 employees,2.5,3,0,5,0,380,12/8/23,Increasing,16
